Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_1026,X.com,Organic,Educational,Text,USA,-95.7129,37.0902,"  25,818 ","  153,579 ","  34,625 ","  12,090 ","  9,064 ",0.17,"  170,941 ",  -   ,  -   ,,,#SuccessStory,2025-03-27 16:06:00,3/27/2025,16,Medium
Post_1027,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  214,931 ","  2,997,786 ","  357,493 ","  187,389 ","  177,766 ",0.07,"  3,844,251 ","  2,997,786 ",  -   ,"  92,262 ",2.40%,#TrendingNow,2024-12-24 17:14:00,12/24/2024,17,Low
Post_1028,TikTok,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  31,228 ","  382,106 ","  63,379 ","  12,226 ","  13,179 ",0.08,"  483,470 ",  -   ,"  225,374 ","  9,621 ",1.99%,#FeatureHighlight,2025-03-30 10:51:00,3/30/2025,10,Low
Post_1029,Instagram,Organic,Educational,Live Stream,USA,-95.7129,37.0902,"  42,135 ","  183,165 ","  30,045 ","  9,790 ","  10,466 ",0.23,"  224,966 ",  -   ,"  224,661 ",,,#SuccessStory,2024-01-04 17:03:00,1/4/2024,17,High
Post_1030,Instagram,Organic,Educational,Video,Germany,10.4515,51.1657,"  431,305 ","  1,954,193 ","  349,405 ","  65,080 ","  115,107 ",0.22,"  2,290,337 ","  1,954,193 ",  -   ,,,#CustomerStory,2025-01-17 17:44:00,1/17/2025,17,High
Post_1031,Instagram,Organic,Educational,Live Stream,India,78.9629,20.5937,"  5,221 ","  30,892 ","  6,251 ","  1,949 ","  1,501 ",0.17,"  35,637 ",  -   ,"  226,267 ",,,#SuccessStory,2024-03-03 16:58:00,3/3/2024,16,Medium
Post_1032,X.com,Organic,Educational,Video,Canada,-106.3468,56.1304,"  314,452 ","  1,748,675 ","  207,721 ","  109,773 ","  37,757 ",0.18,"  2,132,572 ","  1,748,675 ",  -   ,,,#CustomerStory,2024-01-11 11:01:00,1/11/2024,11,Medium
Post_1033,YouTube,Organic,Educational,Video,Japan,138.2529,36.2048,"  11,015 ","  71,884 ","  8,018 ","  4,567 ","  3,799 ",0.15,"  82,589 ","  71,645 ",  -   ,,,#CustomerStory,2024-11-16 12:47:00,11/16/2024,12,Medium
Post_1034,Instagram,Organic,Educational,Image,Australia,133.7751,-25.2744,"  4,976 ","  26,953 ","  4,398 ","  1,939 ","  1,484 ",0.18,"  30,959 ",  -   ,  -   ,,,#SuccessStory,2024-10-08 15:00:00,10/8/2024,15,Medium
Post_1035,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  100,193 ","  982,298 ","  113,241 ","  74,218 ","  51,885 ",0.10,"  1,229,843 ","  982,298 ",  -   ,,,#ProductDemo,2025-02-23 10:24:00,2/23/2025,10,Medium
Post_1036,Instagram,Sponsored,Educational,Image,India,78.9629,20.5937,"  44,437 ","  272,315 ","  29,223 ","  19,657 ","  10,217 ",0.16,"  318,194 ",  -   ,  -   ,,,#SuccessStory,2024-11-06 18:36:00,11/6/2024,18,Medium
Post_1037,X.com,Organic,Educational,Image,India,78.9629,20.5937,"  24,948 ","  162,173 ","  34,623 ","  9,587 ","  4,453 ",0.15,"  184,495 ",  -   ,  -   ,,,#SuccessStory,2024-02-26 11:35:00,2/26/2024,11,Medium
Post_1038,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,"  50,383 ","  259,988 ","  33,184 ","  8,540 ","  11,312 ",0.19,"  329,682 ","  223,458 ",  -   ,,,#CustomerStory,2024-03-10 12:43:00,3/10/2024,12,Medium
Post_1039,TikTok,Organic,Educational,Video,India,78.9629,20.5937,"  65,864 ","  376,765 ","  56,142 ","  17,889 ","  16,522 ",0.17,"  435,104 ","  359,719 ",  -   ,"  6,961 ",1.60%,#SuccessStory,2025-01-06 14:45:00,1/6/2025,14,Medium
Post_1040,YouTube,Organic,Entertainment,Video,USA,-95.7129,37.0902,"  41,988 ","  557,745 ","  58,000 ","  37,235 ","  25,113 ",0.08,"  678,302 ","  477,571 ",  -   ,,,#TrendingNow,2024-02-10 09:39:00,2/10/2024,9,Low
Post_1041,TikTok,Sponsored,Entertainment,Video,Australia,133.7751,-25.2744,"  53,610 ","  668,621 ","  87,510 ","  31,842 ","  16,745 ",0.08,"  752,848 ","  658,215 ",  -   ,"  14,981 ",1.99%,#FunContent,2024-06-13 15:43:00,6/13/2024,15,Low
Post_1042,Instagram,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  414,759 ","  2,872,128 ","  578,530 ","  209,464 ","  168,046 ",0.14,"  3,520,279 ","  2,872,128 ",  -   ,,,#ProductDemo,2024-04-26 16:04:00,4/26/2024,16,Medium
Post_1043,X.com,Organic,Entertainment,Video,USA,-95.7129,37.0902,"  166,248 ","  2,242,389 ","  432,204 ","  154,888 ","  107,928 ",0.07,"  2,840,863 ","  2,242,389 ",  -   ,,,#TrendingNow,2024-08-23 17:19:00,8/23/2024,17,Low
Post_1044,Instagram,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,"  164,550 ","  2,962,862 ","  321,269 ","  199,625 ","  160,095 ",0.06,"  3,428,703 ","  2,962,862 ",  -   ,,,#TrendingNow,2024-07-27 17:44:00,7/27/2024,17,Low
Post_1045,Instagram,Sponsored,Educational,Image,Japan,138.2529,36.2048,"  27,500 ","  110,550 ","  26,940 ","  3,501 ","  4,774 ",0.25,"  125,286 ",  -   ,  -   ,,,#SuccessStory,2024-04-03 15:40:00,4/3/2024,15,High
Post_1046,TikTok,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  271,408 ","  2,790,418 ","  577,150 ","  108,252 ","  82,081 ",0.10,"  3,345,360 ","  2,790,418 ",  -   ,"  70,921 ",2.12%,#ProductDemo,2025-04-16 14:05:00,4/16/2025,14,Low
Post_1047,X.com,Organic,Educational,Text,Australia,133.7751,-25.2744,"  63,750 ","  292,069 ","  51,139 ","  22,077 ","  7,554 ",0.22,"  359,007 ",  -   ,  -   ,,,#SuccessStory,2024-09-27 17:50:00,9/27/2024,17,High
Post_1048,TikTok,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  201,737 ","  1,566,559 ","  193,492 ","  100,528 ","  68,532 ",0.13,"  1,959,711 ",  -   ,"  127,365 ","  44,289 ",2.26%,#WebinarReplay,2024-07-19 10:27:00,7/19/2024,10,Medium
Post_1049,Instagram,Organic,Educational,Image,India,78.9629,20.5937,"  5,026 ","  33,032 ","  8,179 ","  1,473 ","  1,050 ",0.15,"  38,677 ",  -   ,  -   ,,,#SuccessStory,2024-07-19 10:59:00,7/19/2024,10,Medium
Post_1050,TikTok,Organic,Educational,Live Stream,Japan,138.2529,36.2048,"  26,243 ","  130,581 ","  24,116 ","  5,564 ","  7,392 ",0.20,"  150,577 ",  -   ,"  273,953 ","  2,921 ",1.94%,#SuccessStory,2024-12-10 17:04:00,12/10/2024,17,High
Post_1051,X.com,Organic,Product Promotion,Video,India,78.9629,20.5937,"  275,750 ","  2,219,956 ","  524,015 ","  85,329 ","  130,384 ",0.12,"  2,643,027 ","  2,219,956 ",  -   ,,,#ProductDemo,2025-01-02 08:52:00,1/2/2025,8,Medium
Post_1052,TikTok,Sponsored,Product Promotion,Video,Germany,10.4515,51.1657,"  165,975 ","  1,442,918 ","  348,980 ","  92,117 ","  46,264 ",0.12,"  1,641,550 ","  1,442,918 ",  -   ,"  33,487 ",2.04%,#ProductDemo,2024-03-21 09:10:00,3/21/2024,9,Medium
Post_1053,Instagram,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  214,121 ","  1,569,995 ","  190,880 ","  55,315 ","  57,960 ",0.14,"  1,976,805 ","  1,569,995 ",  -   ,,,#ProductDemo,2024-11-16 16:50:00,11/16/2024,16,Medium
Post_1054,YouTube,Organic,Product Promotion,Live Stream,Japan,138.2529,36.2048,"  24,297 ","  222,351 ","  26,950 ","  8,119 ","  10,169 ",0.11,"  253,354 ",  -   ,"  646,415 ",,,#ProductDemo,2024-04-14 19:13:00,4/14/2024,19,Medium
Post_1055,X.com,Organic,Educational,Image,Australia,133.7751,-25.2744,"  45,858 ","  201,229 ","  39,918 ","  11,442 ","  9,474 ",0.23,"  248,826 ",  -   ,  -   ,,,#SuccessStory,2024-07-01 16:09:00,7/1/2024,16,High
Post_1056,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  47,342 ","  714,866 ","  100,020 ","  22,840 ","  27,324 ",0.07,"  913,737 ","  633,610 ",  -   ,"  16,538 ",1.81%,#FunContent,2024-02-10 11:04:00,2/10/2024,11,Low
Post_1057,TikTok,Organic,Educational,Live Stream,Brazil,-51.9253,-14.235,"  92,730 ","  371,769 ","  92,475 ","  14,194 ","  17,722 ",0.25,"  459,082 ",  -   ,"  294,988 ","  6,243 ",1.36%,#SuccessStory,2024-11-13 17:58:00,11/13/2024,17,High
Post_1058,TikTok,Sponsored,Educational,Video,USA,-95.7129,37.0902,"  355,360 ","  2,190,949 ","  543,005 ","  140,952 ","  65,168 ",0.16,"  2,759,962 ","  2,190,949 ",  -   ,"  58,511 ",2.12%,#CustomerStory,2024-04-18 10:18:00,4/18/2024,10,Medium
Post_1059,Instagram,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,"  35,448 ","  271,668 ","  64,257 ","  13,350 ","  12,286 ",0.13,"  322,206 ",  -   ,"  275,106 ",,,#EventRecap,2025-01-16 11:11:00,1/16/2025,11,Medium
Post_1060,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,"  41,212 ","  219,664 ","  32,192 ","  14,960 ","  12,619 ",0.19,"  282,960 ","  193,808 ",  -   ,"  4,357 ",1.54%,#SuccessStory,2024-03-15 16:50:00,3/15/2024,16,Medium
Post_1061,X.com,Organic,Educational,Text,Japan,138.2529,36.2048,"  54,471 ","  263,218 ","  55,437 ","  11,224 ","  5,972 ",0.21,"  303,648 ",  -   ,  -   ,,,#SuccessStory,2024-06-20 16:23:00,6/20/2024,16,High
Post_1062,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,"  48,163 ","  238,528 ","  46,507 ","  15,755 ","  7,224 ",0.20,"  296,699 ","  236,748 ",  -   ,,,#CustomerStory,2024-09-11 11:23:00,9/11/2024,11,High
Post_1063,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  358,420 ","  1,940,458 ","  376,474 ","  72,388 ","  102,689 ",0.18,"  2,225,717 ","  1,940,458 ",  -   ,,,#CustomerStory,2025-04-11 11:16:00,4/11/2025,11,Medium
Post_1064,X.com,Organic,Educational,Video,UK,-3.436,55.3781,"  361,383 ","  1,774,650 ","  351,100 ","  89,193 ","  77,803 ",0.20,"  1,990,252 ","  1,774,650 ",  -   ,,,#CustomerStory,2025-02-16 17:20:00,2/16/2025,17,High
Post_1065,Instagram,Organic,Educational,Image,India,78.9629,20.5937,"  72,946 ","  329,185 ","  82,264 ","  13,355 ","  10,075 ",0.22,"  405,744 ",  -   ,  -   ,,,#SuccessStory,2024-09-26 17:58:00,9/26/2024,17,High
Post_1066,TikTok,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  162,972 ","  1,572,019 ","  384,857 ","  119,144 ","  63,061 ",0.10,"  1,979,206 ","  1,572,019 ",  -   ,"  22,562 ",1.14%,#ProductDemo,2024-02-02 15:08:00,2/2/2024,15,Medium
Post_1067,X.com,Organic,Educational,Image,USA,-95.7129,37.0902,"  30,836 ","  190,358 ","  26,794 ","  13,476 ","  6,687 ",0.16,"  212,759 ",  -   ,  -   ,,,#SuccessStory,2025-03-28 12:56:00,3/28/2025,12,Medium
Post_1068,YouTube,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,"  34,443 ","  220,081 ","  33,305 ","  17,401 ","  9,944 ",0.16,"  260,406 ","  196,636 ",  -   ,,,#CustomerStory,2024-10-23 13:24:00,10/23/2024,13,Medium
Post_1069,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,"  42,742 ","  193,360 ","  21,368 ","  6,348 ","  4,798 ",0.22,"  235,155 ","  190,222 ",  -   ,"  5,361 ",2.28%,#SuccessStory,2024-06-28 15:33:00,6/28/2024,15,High
Post_1070,YouTube,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  96,486 ","  666,323 ","  159,460 ","  36,539 ","  35,793 ",0.14,"  792,376 ","  602,925 ",  -   ,,,#ProductDemo,2024-11-03 14:46:00,11/3/2024,14,Medium
Post_1071,X.com,Organic,Educational,Text,Brazil,-51.9253,-14.235,"  66,370 ","  352,151 ","  44,404 ","  16,924 ","  16,020 ",0.19,"  392,345 ",  -   ,  -   ,,,#SuccessStory,2024-08-23 09:40:00,8/23/2024,9,Medium
Post_1072,X.com,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  414,122 ","  2,689,186 ","  414,755 ","  152,584 ","  160,945 ",0.15,"  3,213,326 ","  2,689,186 ",  -   ,,,#CustomerStory,2024-09-16 17:33:00,9/16/2024,17,Medium
Post_1073,TikTok,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  166,014 ","  1,791,841 ","  393,234 ","  107,099 ","  99,382 ",0.09,"  2,118,293 ",  -   ,"  201,076 ","  35,163 ",1.66%,#ProductDemo,2024-04-29 10:13:00,4/29/2024,10,Low
Post_1074,Instagram,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,"  112,218 ","  758,254 ","  147,482 ","  38,571 ","  19,542 ",0.15,"  848,267 ",  -   ,"  106,668 ",,,#EventRecap,2025-02-11 16:02:00,2/11/2025,16,Medium
Post_1075,YouTube,Sponsored,Educational,Video,USA,-95.7129,37.0902,"  73,946 ","  430,967 ","  56,769 ","  28,789 ","  14,135 ",0.17,"  517,681 ","  375,872 ",  -   ,,,#CustomerStory,2025-03-14 12:30:00,3/14/2025,12,Medium
Post_1076,TikTok,Sponsored,Educational,Video,USA,-95.7129,37.0902,"  46,798 ","  298,925 ","  37,179 ","  23,312 ","  16,160 ",0.16,"  380,459 ","  257,911 ",  -   ,"  6,429 ",1.69%,#SuccessStory,2024-08-27 16:43:00,8/27/2024,16,Medium
Post_1077,TikTok,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  347,381 ","  3,081,458 ","  374,648 ","  93,771 ","  64,090 ",0.11,"  3,751,121 ","  3,081,458 ",  -   ,"  57,767 ",1.54%,#ProductDemo,2025-02-02 14:46:00,2/2/2025,14,Medium
Post_1078,TikTok,Organic,Educational,Video,Germany,10.4515,51.1657,"  367,273 ","  1,615,719 ","  271,940 ","  90,319 ","  32,796 ",0.23,"  1,913,879 ","  1,615,719 ",  -   ,"  47,081 ",2.46%,#CustomerStory,2024-07-06 16:02:00,7/6/2024,16,High
Post_1079,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  216,787 ","  1,659,772 ","  348,274 ","  69,131 ","  87,180 ",0.13,"  2,021,081 ","  1,659,772 ",  -   ,,,#ProductDemo,2024-01-06 11:34:00,1/6/2024,11,Medium
Post_1080,Instagram,Organic,Educational,Image,USA,-95.7129,37.0902,"  103,389 ","  422,622 ","  55,623 ","  17,680 ","  19,069 ",0.24,"  535,034 ",  -   ,  -   ,,,#SuccessStory,2024-06-23 10:15:00,6/23/2024,10,High
Post_1081,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  59,487 ","  841,296 ","  193,541 ","  53,391 ","  31,904 ",0.07,"  1,007,519 ","  841,296 ",  -   ,"  15,515 ",1.54%,#TrendingNow,2024-05-24 15:57:00,5/24/2024,15,Low
Post_1082,Instagram,Organic,Educational,Live Stream,Brazil,-51.9253,-14.235,"  39,649 ","  196,069 ","  25,614 ","  12,026 ","  6,734 ",0.20,"  254,718 ",  -   ,"  292,073 ",,,#SuccessStory,2024-03-09 12:31:00,3/9/2024,12,High
Post_1083,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  352,092 ","  4,076,669 ","  968,263 ","  285,533 ","  155,097 ",0.09,"  5,070,315 ","  4,076,669 ",  -   ,,,#ProductDemo,2025-03-23 11:23:00,3/23/2025,11,Low
Post_1084,Instagram,Organic,Educational,Video,Canada,-106.3468,56.1304,"  378,319 ","  1,554,895 ","  292,219 ","  84,925 ","  43,059 ",0.24,"  1,854,658 ","  1,554,895 ",  -   ,,,#CustomerStory,2025-03-01 09:43:00,3/1/2025,9,High
Post_1085,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  72,407 ","  556,383 ","  83,630 ","  43,182 ","  22,990 ",0.13,"  682,297 ","  482,547 ",  -   ,,,#ProductDemo,2024-06-05 11:11:00,6/5/2024,11,Medium
Post_1086,Instagram,Sponsored,Educational,Image,Germany,10.4515,51.1657,"  35,819 ","  232,726 ","  42,226 ","  8,487 ","  8,153 ",0.15,"  260,613 ",  -   ,  -   ,,,#SuccessStory,2024-12-31 17:47:00,12/31/2024,17,Medium
Post_1087,TikTok,Sponsored,Educational,Video,Canada,-106.3468,56.1304,"  26,152 ","  158,955 ","  34,445 ","  6,520 ","  4,225 ",0.16,"  187,768 ","  147,658 ",  -   ,"  3,999 ",2.13%,#SuccessStory,2024-06-10 15:58:00,6/10/2024,15,Medium
Post_1088,TikTok,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,"  95,704 ","  460,711 ","  110,104 ","  30,186 ","  16,934 ",0.21,"  554,444 ","  450,973 ",  -   ,"  7,207 ",1.30%,#SuccessStory,2024-09-02 10:07:00,9/2/2024,10,High
Post_1089,Instagram,Sponsored,Entertainment,Video,India,78.9629,20.5937,"  63,386 ","  1,073,865 ","  201,748 ","  38,094 ","  62,964 ",0.06,"  1,218,790 ","  1,073,865 ",  -   ,,,#TrendingNow,2024-11-08 16:20:00,11/8/2024,16,Medium
Post_1090,X.com,Organic,Entertainment,Text,Japan,138.2529,36.2048,"  45,151 ","  691,510 ","  136,368 ","  29,232 ","  33,678 ",0.07,"  868,096 ",  -   ,  -   ,,,#FunContent,2024-01-27 12:37:00,1/27/2024,12,Low
Post_1091,YouTube,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  62,726 ","  706,511 ","  165,231 ","  23,972 ","  23,482 ",0.09,"  812,245 ","  634,782 ",  -   ,,,#ProductDemo,2024-06-23 17:09:00,6/23/2024,17,Low
Post_1092,X.com,Organic,Product Promotion,Text,Brazil,-51.9253,-14.235,"  66,182 ","  812,780 ","  201,733 ","  40,207 ","  40,073 ",0.08,"  1,005,364 ",  -   ,  -   ,,,#FeatureHighlight,2024-01-30 12:02:00,1/30/2024,12,Low
Post_1093,LinkedIn,Organic,Entertainment,Carousel,Canada,-106.3468,56.1304,"  27,820 ","  365,131 ","  51,918 ","  18,459 ","  10,724 ",0.08,"  403,079 ",  -   ,  -   ,,,#FunContent,12:34:00 PM,11/28/2024,12,Medium
Post_1094,Instagram,Organic,Educational,Image,Brazil,-51.9253,-14.235,"  37,576 ","  175,611 ","  40,725 ","  13,746 ","  5,911 ",0.21,"  205,061 ",  -   ,  -   ,,,#SuccessStory,2024-03-16 14:07:00,3/16/2024,14,High
Post_1095,X.com,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  110,743 ","  1,779,426 ","  220,559 ","  123,677 ","  79,454 ",0.06,"  1,973,333 ","  1,779,426 ",  -   ,,,#TrendingNow,2024-06-20 12:23:00,6/20/2024,12,Low
Post_1096,YouTube,Sponsored,Educational,Video,India,78.9629,20.5937,"  91,246 ","  554,167 ","  107,165 ","  25,184 ","  19,256 ",0.16,"  694,895 ","  493,505 ",  -   ,,,#CustomerStory,2024-06-25 18:58:00,6/25/2024,18,Medium
Post_1097,X.com,Organic,Educational,Text,Japan,138.2529,36.2048,"  47,347 ","  210,156 ","  50,873 ","  10,575 ","  10,691 ",0.23,"  251,509 ",  -   ,  -   ,,,#SuccessStory,2024-12-23 11:31:00,12/23/2024,11,High
Post_1098,YouTube,Organic,Educational,Video,UK,-3.436,55.3781,"  69,508 ","  374,331 ","  87,829 ","  28,220 ","  8,795 ",0.19,"  481,875 ","  348,509 ",  -   ,,,#CustomerStory,2025-01-20 17:17:00,1/20/2025,17,Medium
Post_1099,YouTube,Organic,Event / Webinar,Live Stream,Germany,10.4515,51.1657,"  47,519 ","  299,007 ","  38,911 ","  21,007 ","  16,147 ",0.16,"  346,199 ",  -   ,"  1,928,390 ",,,#WebinarReplay,2024-05-29 09:05:00,5/29/2024,9,Medium
Post_1100,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,"  522,377 ","  2,410,741 ","  259,104 ","  90,391 ","  100,053 ",0.22,"  2,929,432 ","  2,410,741 ",  -   ,"  49,214 ",1.68%,#CustomerStory,2024-06-02 11:58:00,6/2/2024,11,High
Post_1101,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  78,850 ","  322,282 ","  64,421 ","  22,924 ","  6,616 ",0.24,"  389,446 ","  314,967 ",  -   ,"  7,516 ",1.93%,#SuccessStory,2025-02-09 12:55:00,2/9/2025,12,High
Post_1102,TikTok,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  29,111 ","  261,179 ","  44,122 ","  14,351 ","  5,978 ",0.11,"  323,048 ",  -   ,"  175,805 ","  5,233 ",1.62%,#EventRecap,2024-03-21 16:07:00,3/21/2024,16,Medium
Post_1103,Instagram,Organic,Educational,Image,Australia,133.7751,-25.2744,"  56,055 ","  241,187 ","  29,523 ","  15,053 ","  6,486 ",0.23,"  307,387 ",  -   ,  -   ,,,#SuccessStory,2025-01-11 19:45:00,1/11/2025,19,High
Post_1104,TikTok,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  58,400 ","  408,850 ","  78,485 ","  15,479 ","  23,915 ",0.14,"  492,121 ",  -   ,"  68,224 ","  8,070 ",1.64%,#FeatureHighlight,2024-07-25 15:59:00,7/25/2024,15,Medium
Post_1105,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,"  21,399 ","  113,497 ","  25,032 ","  8,045 ","  6,714 ",0.19,"  136,238 ","  109,853 ",  -   ,,,#CustomerStory,2025-01-14 09:19:00,1/14/2025,9,Medium
Post_1106,X.com,Organic,Product Promotion,Video,Japan,138.2529,36.2048,"  261,627 ","  2,526,121 ","  425,003 ","  170,952 ","  63,907 ",0.10,"  3,055,048 ","  2,526,121 ",  -   ,,,#ProductDemo,2024-07-02 08:31:00,7/2/2024,8,Medium
Post_1107,YouTube,Organic,Educational,Live Stream,Canada,-106.3468,56.1304,"  36,947 ","  163,173 ","  26,547 ","  11,856 ","  8,851 ",0.23,"  182,728 ",  -   ,"  636,081 ",,,#CustomerStory,2024-10-05 18:11:00,10/5/2024,18,High
Post_1108,YouTube,Organic,Product Promotion,Video,India,78.9629,20.5937,"  280,285 ","  2,073,359 ","  289,035 ","  152,885 ","  52,157 ",0.14,"  2,579,257 ","  2,073,359 ",  -   ,,,#ProductDemo,2024-04-18 09:32:00,4/18/2024,9,Medium
Post_1109,LinkedIn,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,"  46,576 ","  550,138 ","  84,396 ","  38,204 ","  16,145 ",0.08,"  675,481 ","  483,347 ",  -   ,,,#FunContent,10:04:00 AM,4/13/2024,10,Low
Post_1110,YouTube,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,"  283,903 ","  1,391,019 ","  188,277 ","  91,366 ","  76,432 ",0.20,"  1,565,397 ","  1,391,019 ",  -   ,,,#CustomerStory,2024-12-02 16:02:00,12/2/2024,16,High
Post_1111,X.com,Organic,Event / Webinar,Text,USA,-95.7129,37.0902,"  41,170 ","  276,117 ","  32,876 ","  14,186 ","  7,298 ",0.15,"  342,404 ",  -   ,  -   ,,,#EventRecap,2024-07-03 12:13:00,7/3/2024,12,Medium
Post_1112,YouTube,Sponsored,Educational,Video,India,78.9629,20.5937,"  451,913 ","  2,767,400 ","  320,657 ","  153,056 ","  145,523 ",0.16,"  3,562,287 ","  2,767,400 ",  -   ,,,#CustomerStory,2024-12-19 16:58:00,12/19/2024,16,Medium
Post_1113,X.com,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  245,680 ","  2,484,190 ","  448,031 ","  123,487 ","  133,967 ",0.10,"  2,977,541 ","  2,484,190 ",  -   ,,,#ProductDemo,2024-07-01 17:56:00,7/1/2024,17,Low
Post_1114,YouTube,Organic,Educational,Live Stream,India,78.9629,20.5937,"  53,455 ","  251,938 ","  43,027 ","  13,734 ","  13,572 ",0.21,"  319,051 ",  -   ,"  1,105,279 ",,,#CustomerStory,2024-02-03 10:15:00,2/3/2024,10,High
Post_1115,TikTok,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,"  35,158 ","  239,867 ","  44,595 ","  10,054 ","  12,415 ",0.15,"  287,191 ",  -   ,"  133,511 ","  6,461 ",2.25%,#EventRecap,2024-11-08 11:09:00,11/8/2024,11,Medium
Post_1116,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  6,514 ","  40,746 ","  4,727 ","  1,708 ","  2,362 ",0.16,"  47,306 ",  -   ,"  753,288 ",,,#WebinarReplay,2025-01-03 16:45:00,1/3/2025,16,Medium
Post_1117,Instagram,Sponsored,Product Promotion,Video,USA,-95.7129,37.0902,"  58,231 ","  581,072 ","  61,171 ","  26,820 ","  24,268 ",0.10,"  703,296 ","  581,072 ",  -   ,,,#ProductDemo,2024-05-16 12:28:00,5/16/2024,12,Medium
Post_1118,X.com,Organic,Entertainment,Video,Japan,138.2529,36.2048,"  93,378 ","  1,710,736 ","  262,570 ","  89,582 ","  100,284 ",0.05,"  2,010,918 ","  1,710,736 ",  -   ,,,#TrendingNow,2025-01-24 12:19:00,1/24/2025,12,Low
Post_1119,YouTube,Organic,Educational,Live Stream,Australia,133.7751,-25.2744,"  31,289 ","  163,951 ","  27,652 ","  11,144 ","  4,629 ",0.19,"  203,604 ",  -   ,"  531,724 ",,,#CustomerStory,2025-01-16 19:47:00,1/16/2025,19,Medium
Post_1120,X.com,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  91,396 ","  1,391,768 ","  226,635 ","  95,744 ","  46,692 ",0.07,"  1,687,863 ","  1,391,768 ",  -   ,,,#TrendingNow,2024-01-19 12:34:00,1/19/2024,12,Low
Post_1121,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,"  65,646 ","  315,945 ","  34,072 ","  22,946 ","  8,823 ",0.21,"  402,791 ",  -   ,  -   ,,,#SuccessStory,2024-11-27 14:46:00,11/27/2024,14,High
Post_1122,X.com,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  118,639 ","  1,397,038 ","  213,578 ","  92,391 ","  45,779 ",0.08,"  1,789,860 ","  1,397,038 ",  -   ,,,#TrendingNow,2025-03-30 12:45:00,3/30/2025,12,Low
